vehiculo,timestamp,latitud,longitud,temperatura,evento
V0104,2025-09-21 21:45:35,-3.110684,-71.903324,13.9,TEMP_CRITICA
V0104,2025-09-21 21:47:26,0.959949,-69.439357,13.48,TEMP_CRITICA
V0107,2025-09-21 21:50:25,-0.562986,-70.383743,2.21,OK
V0085,2025-09-21 22:05:40,-2.165477,-66.231787,15.51,TEMP_CRITICA
V0107,2025-09-21 22:19:51,-1.356741,-77.930259,18.62,TEMP_CRITICA
V0107,2025-09-21 22:30:26,11.383327,-68.878953,17.09,TEMP_CRITICA
V0104,2025-09-21 22:30:31,4.622868,-67.956527,6.14,OK
V0335,2025-09-21 22:38:34,1.228668,-68.988833,2.11,OK
V0104,2025-09-21 22:42:49,7.399605,-66.595965,3.94,OK
V0104,2025-09-21 22:56:41,11.382382,-75.75497,3.19,OK
V0118,2025-09-21 23:00:21,-1.190415,-69.47299,7.33,OK
V0104,2025-09-21 23:02:20,4.667568,-70.959958,6.05,OK
V0031,2025-09-21 23:09:43,10.563552,-70.067628,3.5,OK
V0142,2025-09-21 23:22:15,3.927049,-66.417298,3.19,OK
V0142,2025-09-21 23:26:06,8.837407,-76.911202,0.36,OK
V0107,2025-09-21 23:34:49,11.407627,-70.914898,2.98,OK
V0085,2025-09-21 23:45:23,9.626194,-78.236578,10.07,TEMP_CRITICA
V0118,2025-09-21 23:45:43,2.13335,-76.684188,6.38,OK
V0118,2025-09-21 23:46:21,-2.663443,-67.309207,9.71,OK
V0300,2025-09-21 23:56:03,11.855014,-75.0479,11.19,TEMP_CRITICA
V0118,2025-09-21 23:56:45,-2.279113,-66.61368,11.22,TEMP_CRITICA
V0085,2025-09-21 23:59:50,-3.91074,-76.726605,5.82,OK
V0118,2025-09-22 00:01:30,0.857029,-74.381143,2.9,OK
V0152,2025-09-22 00:04:42,1.43026,-67.861079,4.76,OK
V0152,2025-09-22 00:09:17,0.637698,-67.984053,5.88,OK
V0300,2025-09-22 00:16:32,12.576503,-70.761673,8.61,OK
V0107,2025-09-22 00:19:08,-5.492276,-67.280574,11.51,TEMP_CRITICA
V0142,2025-09-22 00:24:13,-4.157355,-76.445091,4.53,OK
V0335,2025-09-22 00:29:46,-4.746805,-67.949695,7.72,OK
V0142,2025-09-22 00:31:39,-4.912966,-66.272402,5.85,OK
V0335,2025-09-22 00:40:36,-5.359796,-78.697578,2.87,OK
V0142,2025-09-22 00:50:14,2.226404,-69.916746,-2.89,OK
V0107,2025-09-22 01:00:03,9.632939,-72.209792,11.45,TEMP_CRITICA
V0300,2025-09-22 01:01:40,1.816362,-71.446404,17.41,TEMP_CRITICA
V0300,2025-09-22 01:02:15,4.308644,-69.18749,8.12,OK
V0107,2025-09-22 01:02:35,6.22707,-78.954087,11.35,TEMP_CRITICA
V0300,2025-09-22 01:12:18,0.202587,-73.000571,15.65,TEMP_CRITICA
V0118,2025-09-22 01:18:17,-4.1198,-75.321764,3.95,OK
V0208,2025-09-22 01:19:43,-2.857144,-69.522935,18.5,TEMP_CRITICA
V0343,2025-09-22 01:22:11,4.983358,-70.116933,8.63,OK
V0118,2025-09-22 01:24:27,11.3771,-70.932186,10.96,TEMP_CRITICA
V0343,2025-09-22 01:29:58,9.82705,-70.656375,8.12,OK
V0152,2025-09-22 01:30:33,0.14438,-72.282434,3.39,OK
V0343,2025-09-22 01:46:27,2.162364,-66.17879,2.94,OK
V0142,2025-09-22 01:48:39,-1.408861,-67.045149,13.01,TEMP_CRITICA
V0118,2025-09-22 01:50:57,2.309646,-78.886202,0.87,OK
V0142,2025-09-22 01:52:51,9.202973,-66.350982,5.85,OK
V0208,2025-09-22 01:57:45,1.114437,-70.728622,9.52,OK
V0208,2025-09-22 02:03:42,10.196695,-69.573428,19.18,TEMP_CRITICA
V0208,2025-09-22 02:04:03,2.965454,-74.074799,15.88,TEMP_CRITICA
V0220,2025-09-22 02:19:15,2.609273,-75.66132,5.46,OK
V0343,2025-09-22 02:22:19,10.991948,-72.389218,13.29,TEMP_CRITICA
V0152,2025-09-22 02:42:44,2.386953,-76.464821,13.55,TEMP_CRITICA
V0220,2025-09-22 02:48:14,-0.094727,-72.374028,5.64,OK
V0402,2025-09-22 02:48:24,-2.856142,-67.78332,2.76,OK
V0476,2025-09-22 02:48:35,5.790794,-73.4027,13.63,TEMP_CRITICA
V0300,2025-09-22 02:48:41,10.83396,-68.877838,7.39,OK
V0152,2025-09-22 02:48:45,4.401823,-76.731833,12.11,TEMP_CRITICA
V0476,2025-09-22 02:50:32,5.650668,-68.620571,8.31,OK
V0208,2025-09-22 02:52:20,6.584324,-77.755313,-0.79,OK
V0152,2025-09-22 02:58:26,-5.752898,-69.452937,12.76,TEMP_CRITICA
V0208,2025-09-22 03:06:29,8.267104,-69.800215,13.62,TEMP_CRITICA
V0333,2025-09-22 03:10:54,10.817947,-70.553519,-2.83,OK
V0208,2025-09-22 03:15:18,-2.75199,-70.686436,15.54,TEMP_CRITICA
V0220,2025-09-22 03:19:44,-5.330069,-77.543721,6.65,OK
V0220,2025-09-22 03:30:06,10.775701,-71.618722,8.2,OK
V0208,2025-09-22 03:31:10,-4.303566,-78.771714,13.9,TEMP_CRITICA
V0333,2025-09-22 03:54:38,0.382651,-66.748115,13.64,TEMP_CRITICA
V0343,2025-09-22 04:04:24,-4.089002,-75.551314,4.6,OK
V0235,2025-09-22 04:17:06,-1.288547,-68.662826,-0.27,OK
V0333,2025-09-22 04:28:07,1.964225,-68.090308,10.78,TEMP_CRITICA
V0388,2025-09-22 04:33:40,7.732434,-76.444241,10.59,TEMP_CRITICA
V0388,2025-09-22 04:37:19,-1.870847,-78.716,11.69,TEMP_CRITICA
V0235,2025-09-22 04:40:04,12.781109,-68.310918,10.89,TEMP_CRITICA
V0388,2025-09-22 04:41:07,9.747251,-68.292402,9.8,OK
V0476,2025-09-22 04:53:28,-2.817485,-73.368849,-0.7,OK
V0220,2025-09-22 04:57:05,-5.225329,-69.009654,11.23,TEMP_CRITICA
V0499,2025-09-22 05:06:15,-1.755451,-68.989282,12.56,TEMP_CRITICA
V0235,2025-09-22 05:06:43,4.918733,-74.580011,9.66,OK
V0198,2025-09-22 05:08:42,5.914526,-77.790889,-0.48,OK
V0476,2025-09-22 05:09:33,-2.643601,-72.465629,14.02,TEMP_CRITICA
V0220,2025-09-22 05:14:22,2.884624,-70.430961,13.87,TEMP_CRITICA
V0333,2025-09-22 05:18:07,10.343128,-69.861845,8.51,OK
V0499,2025-09-22 05:23:52,12.440553,-75.272904,10.16,TEMP_CRITICA
V0476,2025-09-22 05:28:44,-4.760257,-77.532892,13.09,TEMP_CRITICA
V0220,2025-09-22 05:43:06,5.846855,-70.721536,4.26,OK
V0499,2025-09-22 05:49:42,4.918791,-66.869392,16.12,TEMP_CRITICA
V0198,2025-09-22 05:53:35,4.55457,-67.623045,2.1,OK
V0064,2025-09-22 06:03:30,8.088932,-78.809136,-3.95,OK
V0235,2025-09-22 06:05:38,-1.108966,-67.391776,14.37,TEMP_CRITICA
V0388,2025-09-22 06:12:16,-4.85586,-75.513867,7.33,OK
V0482,2025-09-22 06:16:09,12.559857,-69.725277,6.63,OK
V0388,2025-09-22 06:16:45,4.789125,-72.422447,10.06,TEMP_CRITICA
V0198,2025-09-22 06:16:54,11.639138,-69.465894,9.46,OK
V0499,2025-09-22 06:17:44,-2.80116,-78.586995,7.88,OK
V0064,2025-09-22 06:26:44,6.831694,-77.986675,15.23,TEMP_CRITICA
V0499,2025-09-22 06:47:46,-0.850855,-67.630809,22.38,TEMP_CRITICA
V0279,2025-09-22 06:49:24,3.745779,-68.64885,3.36,OK
V0235,2025-09-22 06:49:43,12.859224,-71.94732,2.49,OK
V0388,2025-09-22 06:50:49,-5.941391,-72.160121,15.61,TEMP_CRITICA
V0279,2025-09-22 07:02:29,10.291945,-78.908909,5.05,OK
V0063,2025-09-22 07:05:28,11.664575,-70.930938,4.96,OK
V0482,2025-09-22 07:09:31,11.398588,-70.471487,6.12,OK
V0482,2025-09-22 07:15:39,6.033123,-74.668226,9.59,OK
V0482,2025-09-22 07:22:09,0.829943,-68.197958,7.65,OK
V0279,2025-09-22 07:23:45,2.771949,-73.004707,4.55,OK
V0063,2025-09-22 07:29:33,4.888854,-74.264671,10.99,TEMP_CRITICA
V0063,2025-09-22 07:30:48,-0.8771,-67.860803,3.4,OK
V0482,2025-09-22 07:34:19,8.054114,-76.811589,1.6,OK
V0499,2025-09-22 07:36:03,11.544716,-70.074374,16.0,TEMP_CRITICA
V0198,2025-09-22 07:50:33,5.634712,-75.910994,9.52,OK
V0063,2025-09-22 07:52:28,-3.344677,-76.627429,9.73,OK
V0063,2025-09-22 07:56:00,2.319559,-76.520968,11.12,TEMP_CRITICA
V0482,2025-09-22 07:59:18,1.401321,-76.657808,8.64,OK
V0063,2025-09-22 08:04:21,-1.932427,-71.646014,8.77,OK
V0482,2025-09-22 08:20:08,3.243698,-67.389208,11.26,TEMP_CRITICA
V0486,2025-09-22 08:22:48,6.55905,-73.087936,11.92,TEMP_CRITICA
V0063,2025-09-22 08:26:05,-0.706519,-69.018894,8.88,OK
V0482,2025-09-22 08:37:34,9.688097,-72.336004,8.6,OK
V0482,2025-09-22 08:45:14,-0.756547,-69.602836,2.63,OK
V0486,2025-09-22 08:53:47,-5.73652,-78.823851,5.45,OK
V0279,2025-09-22 08:53:58,6.029725,-76.448751,6.28,OK
V0279,2025-09-22 08:56:28,7.333484,-78.983445,11.22,TEMP_CRITICA
V0279,2025-09-22 09:01:50,-0.056291,-78.335962,8.77,OK
V0482,2025-09-22 09:27:45,-4.324322,-75.938689,10.04,TEMP_CRITICA
V0063,2025-09-22 09:51:09,2.200163,-74.403367,7.66,OK
V0063,2025-09-22 09:54:52,0.187672,-71.802514,17.78,TEMP_CRITICA
V0063,2025-09-22 10:12:49,4.271942,-78.048394,10.12,TEMP_CRITICA
V0482,2025-09-22 10:12:53,-4.688284,-74.054803,17.09,TEMP_CRITICA
V0482,2025-09-22 10:13:28,1.956997,-77.962534,10.94,TEMP_CRITICA
V0482,2025-09-22 10:13:29,7.517362,-70.869905,9.83,OK
V0063,2025-09-22 10:29:26,2.815339,-71.726143,9.75,OK
V0486,2025-09-22 10:37:05,2.431301,-71.859791,16.65,TEMP_CRITICA
V0063,2025-09-22 10:37:55,-0.030887,-68.127548,1.82,OK
V0021,2025-09-22 10:47:39,1.486842,-67.550039,3.31,OK
V0021,2025-09-22 12:13:11,5.155715,-71.592292,13.74,TEMP_CRITICA
V0021,2025-09-22 12:20:31,-4.814633,-70.032767,11.71,TEMP_CRITICA
V0021,2025-09-22 12:43:38,10.939516,-74.705003,4.45,OK
V0486,2025-09-22 12:54:54,-3.642741,-78.573619,7.46,OK
V0408,2025-09-22 13:16:20,12.755109,-74.011478,10.08,TEMP_CRITICA
V0408,2025-09-22 13:21:47,10.818709,-72.372561,8.43,OK
V0486,2025-09-22 13:28:49,7.286072,-68.204883,7.36,OK
V0408,2025-09-22 13:30:55,6.586797,-75.944863,9.02,OK
V0021,2025-09-22 13:47:57,0.712436,-74.308909,13.42,TEMP_CRITICA
V0408,2025-09-22 14:10:36,9.691683,-76.970076,4.26,OK
V0486,2025-09-22 14:42:17,8.172654,-66.886351,11.89,TEMP_CRITICA
V0408,2025-09-22 14:46:59,-5.833763,-69.988934,7.7,OK
V0408,2025-09-22 14:48:27,-1.481196,-71.121449,3.37,OK
V0486,2025-09-22 14:57:50,6.365505,-73.808727,-1.36,OK
V0283,2025-09-22 15:05:43,-2.8245,-67.266245,1.06,OK
V0283,2025-09-22 15:09:21,-2.408745,-69.863453,8.12,OK
V0283,2025-09-22 15:21:54,10.177615,-75.249731,4.07,OK
V0283,2025-09-22 15:33:04,-5.43053,-67.018031,12.83,TEMP_CRITICA
V0408,2025-09-22 15:40:56,3.826823,-75.643577,0.94,OK
V0283,2025-09-22 16:15:52,12.889058,-67.02999,13.0,TEMP_CRITICA
V0408,2025-09-22 16:24:30,4.91225,-73.367213,11.96,TEMP_CRITICA
V0283,2025-09-22 16:34:57,-5.021632,-73.081752,6.45,OK
V0408,2025-09-22 17:20:45,11.067537,-77.959867,1.93,OK
V0373,2025-09-22 17:35:24,3.340512,-70.034341,20.57,TEMP_CRITICA
V0373,2025-09-22 17:41:49,-4.513481,-71.288661,7.21,OK
V0273,2025-09-22 18:13:01,1.227953,-66.733707,9.55,OK
V0029,2025-09-22 18:16:59,0.710886,-73.250649,10.42,TEMP_CRITICA
V0199,2025-09-22 18:22:22,8.322088,-76.116042,16.65,TEMP_CRITICA
V0029,2025-09-22 18:32:40,6.447818,-76.750787,12.74,TEMP_CRITICA
V0273,2025-09-22 18:35:22,0.49119,-74.596976,13.37,TEMP_CRITICA
V0007,2025-09-22 18:37:07,-0.252473,-70.423968,5.07,OK
V0029,2025-09-22 18:57:31,6.51313,-67.269669,0.82,OK
V0007,2025-09-22 19:22:29,9.605631,-66.680012,2.2,OK
V0199,2025-09-22 19:57:30,9.750339,-68.51799,7.73,OK
V0114,2025-09-22 20:03:18,-0.052395,-69.320583,12.87,TEMP_CRITICA
V0114,2025-09-22 20:04:49,9.943889,-76.016339,13.61,TEMP_CRITICA
V0221,2025-09-22 20:12:57,11.957591,-70.936922,1.92,OK
V0462,2025-09-22 20:13:25,3.847503,-71.930158,2.08,OK
V0221,2025-09-22 20:41:19,5.652018,-72.386236,8.45,OK
V0029,2025-09-22 20:57:10,-5.912958,-74.251684,6.13,OK
V0266,2025-09-22 21:00:46,-1.328454,-66.761937,6.92,OK
V0049,2025-09-22 21:01:05,2.085121,-69.91306,3.67,OK
V0462,2025-09-22 21:02:05,5.07502,-66.392922,13.05,TEMP_CRITICA
V0114,2025-09-22 21:11:05,-4.291456,-67.400639,4.31,OK
V0049,2025-09-22 21:14:49,10.764759,-76.339431,14.7,TEMP_CRITICA
V0266,2025-09-22 21:40:50,-5.833065,-77.983176,7.33,OK
V0266,2025-09-22 21:50:28,2.48452,-66.618886,9.11,OK
V0070,2025-09-22 21:53:53,11.872243,-67.760982,0.44,OK
V0114,2025-09-22 21:56:53,5.894145,-73.599269,13.8,TEMP_CRITICA
V0049,2025-09-22 21:59:08,2.214431,-68.896219,7.23,OK
V0266,2025-09-22 22:00:21,5.933798,-74.91271,-1.28,OK
V0049,2025-09-22 22:07:58,5.57557,-70.129218,6.06,OK
V0199,2025-09-22 22:12:38,-5.769962,-69.615551,-0.26,OK
V0199,2025-09-22 22:15:59,-1.079545,-75.263535,2.36,OK
V0266,2025-09-22 22:17:56,-2.43927,-70.02729,13.64,TEMP_CRITICA
V0114,2025-09-22 22:21:01,9.283003,-69.12403,16.39,TEMP_CRITICA
V0070,2025-09-22 22:28:58,-5.824881,-69.287016,6.52,OK
V0070,2025-09-22 22:32:25,-4.304366,-68.850766,6.02,OK
V0462,2025-09-22 22:39:03,11.571273,-72.465446,17.21,TEMP_CRITICA
V0066,2025-09-22 23:10:37,0.167899,-77.851494,8.62,OK
V0422,2025-09-22 23:24:35,8.065079,-76.331802,3.7,OK
V0066,2025-09-22 23:43:39,-5.415082,-69.549701,7.31,OK
V0266,2025-09-22 23:45:27,-3.197945,-70.610456,12.59,TEMP_CRITICA
V0049,2025-09-22 23:46:34,-2.208942,-66.334613,14.26,TEMP_CRITICA
V0422,2025-09-23 00:20:10,4.948933,-72.547432,9.36,OK
V0266,2025-09-23 00:23:31,2.955508,-69.186073,9.32,OK
V0422,2025-09-23 00:26:45,10.237402,-68.653897,0.3,OK
V0422,2025-09-23 00:42:09,6.56563,-74.954288,5.4,OK
V0422,2025-09-23 00:53:15,-2.713601,-66.484126,7.93,OK
V0388,2025-09-23 01:12:53,-3.49378,-69.936834,10.18,TEMP_CRITICA
V0422,2025-09-23 01:16:14,3.882597,-75.826577,1.0,OK
V0368,2025-09-23 01:24:17,11.838949,-68.064763,-0.92,OK
V0422,2025-09-23 02:02:25,0.284615,-74.355369,9.84,OK
V0066,2025-09-23 02:11:05,1.874415,-77.260461,11.53,TEMP_CRITICA
V0066,2025-09-23 02:12:20,5.839443,-72.788718,-1.27,OK
V0422,2025-09-23 02:31:49,-3.800944,-73.465411,5.4,OK
V0422,2025-09-23 02:53:53,-4.936629,-77.911206,6.68,OK
V0422,2025-09-23 02:56:08,-1.427803,-76.470147,14.95,TEMP_CRITICA
V0390,2025-09-23 02:56:09,-4.734617,-74.675116,6.0,OK
V0388,2025-09-23 03:12:29,1.399791,-66.998069,12.33,TEMP_CRITICA
V0390,2025-09-23 03:14:21,7.975257,-76.578227,-1.27,OK
V0156,2025-09-23 03:31:59,10.197685,-73.643984,4.98,OK
V0156,2025-09-23 03:47:53,9.372243,-76.013957,9.84,OK
V0193,2025-09-23 04:04:44,-4.309926,-69.01006,15.11,TEMP_CRITICA
V0368,2025-09-23 04:31:53,3.650578,-72.28027,14.36,TEMP_CRITICA
V0006,2025-09-23 04:37:52,11.646514,-67.812344,5.31,OK
V0156,2025-09-23 04:44:14,11.569309,-76.18411,10.77,TEMP_CRITICA
V0390,2025-09-23 04:45:51,10.708086,-77.435094,4.73,OK
V0059,2025-09-23 04:55:57,7.751641,-69.344372,13.14,TEMP_CRITICA
V0189,2025-09-23 05:01:36,4.664489,-72.417213,16.99,TEMP_CRITICA
V0330,2025-09-23 05:01:39,6.743168,-73.116585,7.46,OK
V0270,2025-09-23 05:02:28,4.059925,-77.957548,2.57,OK
V0189,2025-09-23 05:07:38,-1.550885,-66.838904,-1.84,OK
V0330,2025-09-23 05:13:34,-4.648856,-71.457791,2.38,OK
V0089,2025-09-23 05:23:09,5.935594,-74.18302,8.69,OK
V0330,2025-09-23 05:23:25,1.587424,-68.292738,3.92,OK
V0189,2025-09-23 05:26:51,9.066618,-78.584603,9.94,OK
V0059,2025-09-23 05:28:12,11.609773,-70.697139,3.41,OK
V0089,2025-09-23 05:30:02,0.761631,-76.685014,4.93,OK
V0006,2025-09-23 05:30:29,-4.647081,-76.644348,14.86,TEMP_CRITICA
V0089,2025-09-23 05:30:38,5.524231,-70.103394,4.59,OK
V0330,2025-09-23 05:31:41,-2.818568,-68.206868,5.19,OK
V0330,2025-09-23 05:36:07,5.984077,-74.47124,8.4,OK
V0154,2025-09-23 05:36:43,-5.470541,-77.97682,2.26,OK
V0089,2025-09-23 05:39:07,5.649158,-70.813987,3.98,OK
V0052,2025-09-23 05:47:35,7.3361,-66.249524,9.27,OK
V0390,2025-09-23 06:03:47,9.870943,-68.189113,0.89,OK
V0059,2025-09-23 06:09:55,-2.441027,-77.014545,11.03,TEMP_CRITICA
V0270,2025-09-23 06:13:21,2.877213,-70.356926,10.97,TEMP_CRITICA
V0270,2025-09-23 06:14:07,8.300554,-78.942089,1.08,OK
V0390,2025-09-23 06:25:26,5.504951,-73.829005,9.66,OK
V0216,2025-09-23 06:29:04,12.299888,-77.841478,10.96,TEMP_CRITICA
V0189,2025-09-23 06:29:29,5.632392,-77.891784,15.18,TEMP_CRITICA
V0052,2025-09-23 06:32:50,-2.011651,-75.991455,-0.72,OK
V0272,2025-09-23 06:33:50,11.113208,-74.355662,15.66,TEMP_CRITICA
V0270,2025-09-23 06:37:40,7.156977,-75.623593,7.89,OK
V0059,2025-09-23 06:43:51,5.385906,-67.99247,0.25,OK
V0052,2025-09-23 06:45:30,0.04636,-73.245135,19.42,TEMP_CRITICA
V0189,2025-09-23 06:46:26,9.307568,-66.402708,14.79,TEMP_CRITICA
V0154,2025-09-23 06:52:54,7.492375,-70.780564,1.56,OK
V0089,2025-09-23 06:58:07,-0.409851,-67.20228,16.47,TEMP_CRITICA
V0272,2025-09-23 07:10:21,4.513846,-78.291909,9.14,OK
V0154,2025-09-23 07:17:21,-5.397496,-73.599132,15.47,TEMP_CRITICA
V0006,2025-09-23 07:17:59,6.079488,-72.222293,2.75,OK
V0482,2025-09-23 07:18:26,4.334815,-72.74735,2.54,OK
V0006,2025-09-23 07:21:17,11.110313,-75.212952,8.96,OK
V0006,2025-09-23 07:21:37,-5.305166,-67.438403,12.83,TEMP_CRITICA
V0482,2025-09-23 07:30:17,9.229191,-72.012812,9.87,OK
V0272,2025-09-23 07:31:21,-2.02062,-68.802549,4.5,OK
V0482,2025-09-23 07:33:12,9.283725,-66.64129,9.53,OK
V0089,2025-09-23 07:51:53,1.825928,-76.744704,-2.4,OK
V0270,2025-09-23 07:52:12,4.392097,-69.008674,8.29,OK
V0270,2025-09-23 07:52:59,5.85292,-72.904689,12.03,TEMP_CRITICA
V0216,2025-09-23 08:02:23,8.920226,-74.117876,10.39,TEMP_CRITICA
V0025,2025-09-23 08:17:10,-2.072481,-68.3981,5.92,OK
V0482,2025-09-23 08:23:46,4.412705,-77.88848,3.49,OK
V0228,2025-09-23 08:27:11,1.64822,-67.373367,1.48,OK
V0100,2025-09-23 08:31:37,-5.014919,-73.855252,8.28,OK
V0089,2025-09-23 08:41:50,-2.323175,-68.922587,4.37,OK
V0270,2025-09-23 08:48:58,11.887414,-72.206938,2.39,OK
V0152,2025-09-23 08:53:34,9.726037,-73.279509,-0.96,OK
V0405,2025-09-23 08:56:12,4.657253,-66.668034,7.52,OK
V0482,2025-09-23 08:59:41,-4.361839,-66.001196,8.5,OK
V0100,2025-09-23 09:05:36,9.42805,-74.408642,-1.21,OK
V0154,2025-09-23 09:08:49,1.702025,-70.102548,7.22,OK
V0161,2025-09-23 09:12:04,7.906629,-71.76823,10.86,TEMP_CRITICA
V0482,2025-09-23 09:12:57,-5.791048,-74.618567,13.26,TEMP_CRITICA
V0100,2025-09-23 09:18:16,4.13486,-73.001611,13.12,TEMP_CRITICA
V0482,2025-09-23 09:18:21,-5.516836,-69.751225,-2.11,OK
V0220,2025-09-23 09:18:58,4.843698,-68.58169,0.25,OK
V0220,2025-09-23 09:21:13,5.369934,-72.075513,9.25,OK
V0025,2025-09-23 09:24:29,-4.009823,-71.849867,7.11,OK
V0228,2025-09-23 09:30:38,5.224086,-74.542327,17.92,TEMP_CRITICA
V0359,2025-09-23 09:37:44,3.719689,-71.754775,6.97,OK
V0100,2025-09-23 09:39:54,-3.612443,-75.118892,11.54,TEMP_CRITICA
V0216,2025-09-23 09:45:22,-3.410358,-68.731978,12.21,TEMP_CRITICA
V0220,2025-09-23 09:47:48,0.287725,-71.423903,12.94,TEMP_CRITICA
V0100,2025-09-23 09:50:44,-2.88754,-78.478079,7.63,OK
V0228,2025-09-23 09:51:58,6.151094,-76.943141,13.1,TEMP_CRITICA
V0228,2025-09-23 09:58:20,2.642868,-77.904604,5.24,OK
V0025,2025-09-23 09:59:27,9.151263,-75.646441,13.15,TEMP_CRITICA
V0220,2025-09-23 10:02:25,-3.001898,-69.382582,6.89,OK
V0025,2025-09-23 10:08:55,-0.368246,-67.509042,3.75,OK
V0359,2025-09-23 10:15:45,5.584773,-70.584232,13.57,TEMP_CRITICA
V0161,2025-09-23 10:15:53,3.213123,-69.371473,3.14,OK
V0026,2025-09-23 10:17:56,3.430056,-72.457464,19.18,TEMP_CRITICA
V0220,2025-09-23 10:22:58,10.606992,-75.84352,3.08,OK
V0161,2025-09-23 10:27:37,4.388393,-77.643827,14.11,TEMP_CRITICA
V0026,2025-09-23 10:27:54,9.505313,-75.052447,6.07,OK
V0152,2025-09-23 10:27:57,3.139883,-75.968317,3.29,OK
V0065,2025-09-23 10:28:11,6.307518,-77.120522,11.13,TEMP_CRITICA
V0405,2025-09-23 10:31:46,-5.52636,-74.967531,5.55,OK
V0161,2025-09-23 10:35:21,-3.528053,-69.899306,7.0,OK
V0152,2025-09-23 10:38:44,6.088478,-71.719761,10.14,TEMP_CRITICA
V0152,2025-09-23 10:42:44,12.112521,-77.509849,6.54,OK
V0482,2025-09-23 10:47:30,-0.07232,-71.43506,5.2,OK
V0065,2025-09-23 10:52:47,11.947222,-75.784781,12.58,TEMP_CRITICA
V0065,2025-09-23 10:55:32,2.250286,-78.305608,4.55,OK
V0270,2025-09-23 10:56:07,2.231081,-72.295801,19.16,TEMP_CRITICA
V0065,2025-09-23 11:00:32,-3.46322,-69.172972,5.38,OK
V0065,2025-09-23 11:03:12,4.003418,-77.595412,14.98,TEMP_CRITICA
V0359,2025-09-23 11:04:40,1.218842,-75.321686,14.04,TEMP_CRITICA
V0270,2025-09-23 11:05:21,10.670227,-72.55656,13.63,TEMP_CRITICA
V0065,2025-09-23 11:07:28,0.189769,-71.982706,15.64,TEMP_CRITICA
V0220,2025-09-23 11:08:36,1.831838,-78.767495,14.37,TEMP_CRITICA
V0152,2025-09-23 11:08:48,5.324736,-74.12666,7.84,OK
V0100,2025-09-23 11:13:52,8.915838,-76.965198,5.19,OK
V0228,2025-09-23 11:14:30,-1.755276,-76.424311,-5.8,OK
V0405,2025-09-23 11:21:42,-3.539413,-67.955827,9.61,OK
V0228,2025-09-23 11:23:54,2.417817,-77.876037,12.05,TEMP_CRITICA
V0228,2025-09-23 11:24:42,6.67921,-66.74172,8.29,OK
V0405,2025-09-23 11:24:54,-0.395144,-77.059275,10.15,TEMP_CRITICA
V0152,2025-09-23 11:25:04,-3.031515,-77.458046,11.55,TEMP_CRITICA
V0026,2025-09-23 11:28:54,-5.685083,-76.501238,2.99,OK
V0052,2025-09-23 11:32:38,1.754508,-77.085425,9.46,OK
V0400,2025-09-23 11:40:15,-4.449514,-73.399424,10.93,TEMP_CRITICA
V0270,2025-09-23 11:53:08,2.008136,-78.433011,2.84,OK
V0400,2025-09-23 11:59:55,2.839213,-71.847013,-3.52,OK
V0044,2025-09-23 12:01:51,6.542957,-73.437389,6.41,OK
V0400,2025-09-23 12:06:34,9.595892,-68.163027,20.23,TEMP_CRITICA
V0152,2025-09-23 12:10:49,4.840098,-72.719245,12.3,TEMP_CRITICA
V0228,2025-09-23 12:15:02,11.242559,-72.56753,16.01,TEMP_CRITICA
V0400,2025-09-23 12:18:14,2.798473,-78.169892,11.35,TEMP_CRITICA
V0400,2025-09-23 12:21:34,-0.633714,-66.259613,3.96,OK
V0052,2025-09-23 12:21:47,-4.858692,-74.331667,2.13,OK
V0065,2025-09-23 12:22:08,10.021181,-77.443119,4.04,OK
V0152,2025-09-23 12:23:51,7.328736,-69.888063,11.56,TEMP_CRITICA
V0400,2025-09-23 12:31:19,2.080776,-67.806101,17.88,TEMP_CRITICA
V0228,2025-09-23 12:32:56,1.560041,-76.973829,15.63,TEMP_CRITICA
V0044,2025-09-23 12:39:11,5.743175,-74.451724,9.49,OK
V0026,2025-09-23 12:41:10,8.176605,-78.593926,1.56,OK
V0400,2025-09-23 12:49:32,-5.994815,-75.570087,7.01,OK
V0065,2025-09-23 12:50:15,-2.429928,-73.394593,7.05,OK
V0389,2025-09-23 12:56:52,-4.996495,-75.010139,14.25,TEMP_CRITICA
V0400,2025-09-23 13:13:17,-4.984684,-75.962411,17.03,TEMP_CRITICA
V0375,2025-09-23 13:19:16,9.628961,-75.861165,6.43,OK
V0375,2025-09-23 13:20:05,0.563405,-66.402119,8.11,OK
V0044,2025-09-23 13:24:19,-4.101293,-77.460387,6.83,OK
V0026,2025-09-23 13:58:02,-5.749877,-77.061008,9.0,OK
V0389,2025-09-23 14:00:40,11.050678,-72.553657,9.63,OK
V0389,2025-09-23 14:07:45,8.71215,-72.214074,4.25,OK
V0400,2025-09-23 14:12:01,2.225235,-68.781116,17.01,TEMP_CRITICA
V0389,2025-09-23 14:34:02,-3.611911,-72.583249,3.16,OK
V0044,2025-09-23 15:02:55,-1.358497,-68.700349,12.13,TEMP_CRITICA
V0389,2025-09-23 15:07:12,5.300363,-70.430356,10.83,TEMP_CRITICA
V0400,2025-09-23 15:07:18,1.964421,-69.493039,11.59,TEMP_CRITICA
V0123,2025-09-23 15:09:01,-0.514141,-75.136782,6.46,OK
V0375,2025-09-23 15:09:25,3.751582,-73.349233,13.24,TEMP_CRITICA
